academic_program_code,alias_type,alias_name,normalized_alias_name,source
U03050500013,display_name,사범대학 생물교육과,사범대학생물교육과,2026_department_classification
U03050500018,official_name,수학교육과,수학교육과,2026_department_classification
U03050500018,display_name,사범대학 수학교육과,사범대학수학교육과,2026_department_classification
U03050500021,official_name,지구과학교육과,지구과학교육과,2026_department_classification
U03050500021,display_name,사범대학 지구과학교육과,사범대학지구과학교육과,2026_department_classification
U03050500023,official_name,화학교육과,화학교육과,2026_department_classification
U03050500023,display_name,사범대학 화학교육과,사범대학화학교육과,2026_department_classification
U03050600009,official_name,체육교육과,체육교육과,2026_department_classification
U03050600009,display_name,사범대학 체육교육과,사범대학체육교육과,2026_department_classification
U04010100003,official_name,건축공학과,건축공학과,2026_department_classification
U04010100003,display_name,공과대학 건축공학과,공과대학건축공학과,2026_department_classification
U04010100007,official_name,건축공학전공,건축공학전공,2026_department_classification
U04010100007,display_name,공과대학 건축공학전공,공과대학건축공학전공,2026_department_classification
U04010100062,official_name,산업건축학과,산업건축학과,2026_department_classification
U04010100062,display_name,생명자원과학대학 산업건축학과,생명자원과학대학산업건축학과,2026_department_classification
U04010100115,official_name,건설융합학부 건축공학전공,건설융합학부건축공학전공,2026_department_classification
U04010100115,display_name,공과대학 건설융합학부 건축공학전공,공과대학건설융합학부건축공학전공,2026_department_classification
U04010200012,official_name,건축학과,건축학과,2026_department_classification
U04010200012,display_name,공과대학 건축학과,공과대학건축학과,2026_department_classification
U04010200013,official_name,건축학부,건축학부,2026_department_classification
U04010200013,display_name,공과대학 건축학부,공과대학건축학부,2026_department_classification
U04010200014,official_name,건축학전공,건축학전공,2026_department_classification
U04010200014,display_name,공과대학 건축학전공,공과대학건축학전공,2026_department_classification
U04010200084,official_name,건축학과(5년제),건축학과(5년제),2026_department_classification
U04010200084,display_name,공과대학 건축학과(5년제),공과대학건축학과(5년제),2026_department_classification
U04010200084,parent_department_name,건축학과,건축학과,2026_department_classification
U04010200084,major_name,5년제,5년제,2026_department_classification
U04010200092,official_name,건설융합학부,건설융합학부,2026_department_classification
U04010200092,display_name,공과대학 건설융합학부,공과대학건설융합학부,2026_department_classification
U04010200093,official_name,건설융합학부 건축학전공,건설융합학부건축학전공,2026_department_classification
